bat_num,temp,profile,U_start_V,U_end_V,file_name,Q_Ah,eta,OCV_file_name,SOC_start,SOC_end,SOH,R0,R,tau,U_rmse
1,25,NEDC,3.74337,3.59161,1_+25_NEDC_03.csv,3.289069388888891,0.9931634680841304,OCV_1_+25.csv,54.147502389046416,34.38347727616737,93.97341111111118,0.04010233211839926,"[0.1850096471970749, -0.15799339382691469]","[74.79622419040015, 74.46096846549297]",0.0010405423105683286
1,25,WLTC,4.11237,3.90169,1_+25_WLTC_01.csv,3.289069388888891,0.9931634680841304,OCV_1_+25.csv,96.71657786326344,69.32440678495067,93.97341111111118,0.042101731102820665,"[0.04400813182837669, -0.008380036545686215]","[66.00515499940354, 56.03836622001596]",0.006267104536702444
1,25,WLTC,3.90169,3.6801600000000008,1_+25_WLTC_02.csv,3.289069388888891,0.9931634680841304,OCV_1_+25.csv,69.32440678495067,47.60520096906853,93.97341111111118,0.04350430503587134,"[0.2935031706468185, -0.2405952636695188]","[66.14210269120895, 56.90852284148447]",0.009418153371597323
1,25,WLTC,3.6801600000000008,3.5291200000000003,1_+25_WLTC_03.csv,3.289069388888891,0.9931634680841304,OCV_1_+25.csv,47.60520096906853,26.51151065487565,93.97341111111118,0.039694523202377215,"[0.10492355406470386, -0.07170408853296073]","[65.45696501903302, 57.3168964221393]",0.002380873371247265
2,25,impulse_72_s,4.10519,4.0984,2_+25_impulse_72_s_01.csv,3.0566876296296286,1.0,OCV_2_+25.csv,97.6512641389132,97.14711759034836,87.33393227513224,0.07375853090043645,"[0.049558580053775406, -0.01891139529155067]","[12.583286462527965, 4.471320557188137]",0.004083078541061934
2,25,impulse_144_s,4.0984,4.088089999999999,2_+25_impulse_144_s_02.csv,3.0566876296296286,1.0,OCV_2_+25.csv,97.14711759034836,96.16534497049255,87.33393227513224,0.0753168103854522,"[0.015608095831619737, 0.017415521505824517]","[36.31123030582738, 32.981874144202486]",0.0023274409337691645
2,25,impulse_288_s,4.088089999999999,4.0741700000000005,2_+25_impulse_288_s_03.csv,3.0566876296296286,1.0,OCV_2_+25.csv,96.16534497049255,94.12996270981606,87.33393227513224,0.07437759111526493,"[0.05137467510996194, -0.012437578089671782]","[66.5197280565079, 44.36854290465181]",0.0044869729369702675
2,25,impulse_72_s,4.0741700000000005,4.07046,2_+25_impulse_72_s_04.csv,3.0566876296296286,1.0,OCV_2_+25.csv,94.12996270981606,93.35906650634148,87.33393227513224,0.07108908720702782,"[0.08908337782124935, -0.06332745397072706]","[12.747924262442831, 5.486269914343518]",0.008776946911502853
2,25,impulse_144_s,4.07046,4.057049999999999,2_+25_impulse_144_s_05.csv,3.0566876296296286,1.0,OCV_2_+25.csv,93.35906650634148,89.59264377273242,87.33393227513224,0.07458225987713828,"[0.12332160943660721, -0.07842639005520737]","[51.435747796128496, 34.35334770221594]",0.00905201095853644
2,25,impulse_288_s,4.057049999999999,4.013540000000001,2_+25_impulse_288_s_06.csv,3.0566876296296286,1.0,OCV_2_+25.csv,89.59264377273242,82.03353530860319,87.33393227513224,0.08293327689866783,"[0.6409897168538026, -0.5904622152575714]","[67.79435402691557, 60.56941724521789]",0.014478435697564629
